Rank_Number,Protein_Name,x_OfSpectra_20191003_Yeast_QEHFx_200ng_450nl_80min_01_191004,x_OfSpectra_20191003_Yeast_QEHFx_200ng_450nl_80min_04_191004,x_OfSpectra_20191004_Yeast_QEHFx_200ng_450nl_80min_01_191004,Max_x_OfSpectra,Sum_x_OfSpectra,x_AA_sInProtein,Contaminant
470,>sp|P25566|MXR2_YEAST Peptide methionine sulfoxide reductase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MXR2 PE=1 SV=1,-Inf,1,2,2,3,-Inf,0
471,>sp|P25567|SRO9_YEAST RNA-binding protein SRO9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRO9 PE=1 SV=2,2,6,11,11,19,2,0
472,>sp|P25574|EMC1_YEAST ER membrane protein complex subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMC1 PE=1 SV=1,-Inf,-Inf,5,5,5,-Inf,0
473,>sp|P25586|KRR1_YEAST KRR1 small subunit processome component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRR1 PE=1 SV=1,1,-Inf,1,1,2,1,0
474,>sp|P25605|ILV6_YEAST Acetolactate synthase small subunit- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV6 PE=1 SV=2,7,4,9,9,20,7,0
475,>sp|Q08361|AAD15_YEAST Putative aryl-alcohol dehydrogenase AAD15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AAD15 PE=3 SV=1,2,3,2,3,7,2,0
475,>sp|P25612|AAD3_YEAST Putative aryl-alcohol dehydrogenase AAD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AAD3 PE=3 SV=1,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
476,>sp|P25617|YCQ6_YEAST Uncharacterized protein YCR016W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCR016W PE=1 SV=2,1,-Inf,1,1,2,1,0
477,>sp|P25618|CWH43_YEAST Protein CWH43 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CWH43 PE=1 SV=2,3,3,-Inf,3,6,3,0
478,>sp|P25619|HSP30_YEAST 30 kDa heat shock protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP30 PE=1 SV=1,4,4,10,10,18,4,0
479,>sp|P25623|SYP1_YEAST Suppressor of yeast profilin deletion OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SYP1 PE=1 SV=3,9,15,12,15,36,9,0
480,>sp|P25631|YCU1_YEAST Ankyrin repeat-containing protein YCR051W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCR051W PE=1 SV=1,-Inf,-Inf,3,3,3,-Inf,0
481,>sp|P25632|RSC6_YEAST Chromatin structure-remodeling complex protein RSC6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSC6 PE=1 SV=1,-Inf,2,3,3,5,-Inf,0
482,>sp|P25635|PWP2_YEAST Periodic tryptophan protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PWP2 PE=1 SV=2,-Inf,-Inf,2,2,2,-Inf,0
483,>sp|P25638|TAH1_YEAST TPR repeat-containing protein associated with Hsp90 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAH1 PE=1 SV=1,-Inf,1,-Inf,1,1,-Inf,0
484,>sp|P25644|PAT1_YEAST DNA topoisomerase 2-associated protein PAT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAT1 PE=1 SV=4,6,6,5,6,17,6,0
485,>sp|P25654|YCY0_YEAST UPF0587 protein YCR090C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YCR090C PE=1 SV=1,-Inf,2,1,2,3,-Inf,0
486,>sp|P25655|NOT1_YEAST General negative regulator of transcription subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC39 PE=1 SV=3,4,7,9,9,20,4,0
487,>sp|P25659|FUB1_YEAST Silencing boundary-establishment protein FUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUB1 PE=1 SV=1,3,-Inf,5,5,8,3,0
488,>sp|P25694|CDC48_YEAST Cell division control protein 48 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC48 PE=1 SV=3,68,51,83,83,202,68,0
489,>sp|P25719|CYPC_YEAST Peptidyl-prolyl cis-trans isomerase C- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR3 PE=1 SV=1,11,10,13,13,34,11,0
490,>sp|P26321|RL5_YEAST 60S ribosomal protein L5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL5 PE=1 SV=4,23,17,32,32,72,23,0
491,>sp|P26637|SYLC_YEAST Leucine--tRNA ligase- cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC60 PE=1 SV=1,44,44,63,63,151,44,0
492,>sp|P26754|RFA2_YEAST Replication factor A protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFA2 PE=1 SV=1,4,3,2,4,9,4,0
493,>sp|P26755|RFA3_YEAST Replication factor A protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFA3 PE=1 SV=1,1,1,2,2,4,1,0
494,>sp|P26783|RS5_YEAST 40S ribosomal protein S5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS5 PE=1 SV=3,28,37,42,42,107,28,0
495,>sp|P26784|RL16A_YEAST 60S ribosomal protein L16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16A PE=1 SV=3,11,13,19,19,43,11,0
496,>sp|P26785|RL16B_YEAST 60S ribosomal protein L16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16B PE=1 SV=3,39,38,55,55,132,39,0
497,>sp|P26786|RS7A_YEAST 40S ribosomal protein S7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7A PE=1 SV=4,34,10,40,40,84,34,0
498,>sp|P26793|FEN1_YEAST Flap endonuclease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD27 PE=1 SV=1,2,2,2,2,6,2,0
499,>sp|P27466|KCC1_YEAST Calcium/calmodulin-dependent protein kinase I OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMK1 PE=1 SV=2,4,5,3,5,12,4,0
500,>sp|P27472|GYS2_YEAST Glycogen [starch] synthase isoform 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSY2 PE=1 SV=3,16,14,25,25,55,16,0
501,>sp|P27476|NSR1_YEAST Nuclear localization sequence-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSR1 PE=1 SV=1,7,10,18,18,35,7,0
502,>sp|P27514|PHO91_YEAST Low-affinity phosphate transporter PHO91 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO91 PE=1 SV=2,1,1,-Inf,1,2,1,0
503,>sp|P27614|CBPS_YEAST Carboxypeptidase S OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPS1 PE=1 SV=2,2,4,8,8,14,2,0
504,>sp|P27616|PUR7_YEAST Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE1 PE=1 SV=2,23,25,39,39,87,23,0
505,>sp|P27692|SPT5_YEAST Transcription elongation factor SPT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT5 PE=1 SV=1,10,17,22,22,49,10,0
506,>sp|P27809|KRE2_YEAST Glycolipid 2-alpha-mannosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRE2 PE=1 SV=1,3,1,3,3,7,3,0
507,>sp|P27810|KTR1_YEAST Alpha-1-2 mannosyltransferase KTR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KTR1 PE=1 SV=1,3,2,5,5,10,3,0
508,>sp|P27999|RPB9_YEAST DNA-directed RNA polymerase II subunit RPB9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPB9 PE=1 SV=1,1,-Inf,1,1,2,1,0
509,>sp|P28000|RPAC2_YEAST DNA-directed RNA polymerases I and III subunit RPAC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPC19 PE=1 SV=1,1,-Inf,2,2,3,1,0
510,>sp|P28007|GAR1_YEAST H/ACA ribonucleoprotein complex subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GAR1 PE=1 SV=1,2,2,2,2,6,2,0
511,>sp|P28241|IDH2_YEAST Isocitrate dehydrogenase [NAD] subunit 2- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH2 PE=1 SV=1,20,13,28,28,61,20,0
512,>sp|P28272|PYRD_YEAST Dihydroorotate dehydrogenase (fumarate) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA1 PE=1 SV=1,8,11,10,11,29,8,0
513,>sp|P28273|OPLA_YEAST 5-oxoprolinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OXP1 PE=1 SV=2,4,5,11,11,20,4,0
514,>sp|P28274|URA7_YEAST CTP synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA7 PE=1 SV=2,6,5,10,10,21,6,0
515,>sp|P28319|CWP1_YEAST Cell wall protein CWP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CWP1 PE=1 SV=2,3,2,2,3,7,3,0
516,>sp|P28321|MGLL_YEAST Monoglyceride lipase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJU3 PE=1 SV=2,2,-Inf,6,6,8,2,0
517,>sp|P28495|CAPZA_YEAST F-actin-capping protein subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAP1 PE=1 SV=1,5,5,7,7,17,5,0
518,>sp|P28496|LAC1_YEAST Sphingosine N-acyltransferase LAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LAC1 PE=1 SV=2,1,1,3,3,5,1,0
519,>sp|P28625|YIM1_YEAST Protein YIM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YIM1 PE=1 SV=2,3,-Inf,5,5,8,3,0
520,>sp|P28707|SBA1_YEAST Co-chaperone protein SBA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SBA1 PE=1 SV=3,9,5,16,16,30,9,0
521,>sp|P28777|AROC_YEAST Chorismate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO2 PE=1 SV=1,11,10,15,15,36,11,0
522,>sp|P28789|HEM3_YEAST Porphobilinogen deaminase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEM3 PE=1 SV=1,-Inf,2,3,3,5,-Inf,0
523,>sp|P28795|PEX3_YEAST Peroxisomal biogenesis factor 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX3 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
524,>sp|P28817|HIBCH_YEAST 3-hydroxyisobutyryl-CoA hydrolase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EHD3 PE=1 SV=2,1,1,-Inf,1,2,1,0
525,>sp|P28834|IDH1_YEAST Isocitrate dehydrogenase [NAD] subunit 1- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH1 PE=1 SV=2,19,18,18,19,55,19,0
526,>sp|P29029|CHIT_YEAST Endochitinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTS1 PE=1 SV=2,2,-Inf,1,2,3,2,0
527,>sp|P29055|TF2B_YEAST Transcription initiation factor IIB OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUA7 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
528,>sp|P29295|HRR25_YEAST Casein kinase I homolog HRR25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HRR25 PE=1 SV=1,4,-Inf,6,6,10,4,0
529,>sp|P29311|BMH1_YEAST Protein BMH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BMH1 PE=1 SV=4,74,66,86,86,226,74,0
530,>sp|P29453|RL8B_YEAST 60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3,69,8,7,69,84,69,0
531,>sp|P29468|PAP_YEAST Poly(A) polymerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAP1 PE=1 SV=1,3,-Inf,2,3,5,3,0
532,>sp|P29478|SEC65_YEAST Signal recognition particle subunit SEC65 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC65 PE=1 SV=1,7,1,2,7,10,7,0
533,>sp|P29496|MCM5_YEAST Minichromosome maintenance protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCM5 PE=1 SV=1,2,3,4,4,9,2,0
534,>sp|P29509|TRXB1_YEAST Thioredoxin reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRR1 PE=1 SV=3,6,5,17,17,28,6,0
535,>sp|P29547|EF1G1_YEAST Elongation factor 1-gamma 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAM1 PE=1 SV=2,16,19,29,29,64,16,0
536,>sp|P29703|FNTA_YEAST Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAM2 PE=1 SV=1,1,-Inf,-Inf,1,1,1,0
537,>sp|P29704|FDFT_YEAST Squalene synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG9 PE=1 SV=2,8,5,8,8,21,8,0
538,>sp|P29952|MPI_YEAST Mannose-6-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMI40 PE=1 SV=4,11,12,14,14,37,11,0
539,>sp|P30619|SEC1_YEAST Protein transport protein SEC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC1 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
540,>sp|P30624|LCF1_YEAST Long-chain-fatty-acid--CoA ligase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAA1 PE=1 SV=1,21,18,34,34,73,21,0
541,>sp|P30656|PSB5_YEAST Proteasome subunit beta type-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE2 PE=1 SV=3,7,6,7,7,20,7,0
542,>sp|P30657|PSB7_YEAST Proteasome subunit beta type-7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE4 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
543,>sp|P30665|MCM4_YEAST DNA replication licensing factor MCM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCM4 PE=1 SV=2,-Inf,-Inf,2,2,2,-Inf,0
544,>sp|P30771|NAM7_YEAST ATP-dependent helicase NAM7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAM7 PE=1 SV=1,-Inf,-Inf,3,3,3,-Inf,0
545,>sp|P30822|XPO1_YEAST Exportin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CRM1 PE=1 SV=1,14,9,16,16,39,14,0
546,>sp|P30902|ATP7_YEAST ATP synthase subunit d- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP7 PE=1 SV=2,1,1,1,1,3,1,0
547,>sp|P31109|SNC1_YEAST Synaptobrevin homolog 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNC1 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
548,>sp|P31116|DHOM_YEAST Homoserine dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOM6 PE=1 SV=1,33,38,43,43,114,33,0
549,>sp|P31373|CYS3_YEAST Cystathionine gamma-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS3 PE=1 SV=2,20,18,24,24,62,20,0
550,>sp|P31374|PSK1_YEAST Serine/threonine-protein kinase PSK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSK1 PE=1 SV=2,-Inf,-Inf,2,2,2,-Inf,0
551,>sp|P31382|PMT2_YEAST Dolichyl-phosphate-mannose--protein mannosyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMT2 PE=1 SV=2,5,7,4,7,16,5,0
552,>sp|P31383|2AAA_YEAST Protein phosphatase PP2A regulatory subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPD3 PE=1 SV=3,5,5,8,8,18,5,0
553,>sp|P31384|CCR4_YEAST Glucose-repressible alcohol dehydrogenase transcriptional effector OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCR4 PE=1 SV=2,4,3,4,4,11,4,0
554,>sp|P31412|VATC_YEAST V-type proton ATPase subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA5 PE=1 SV=4,9,12,15,15,36,9,0
555,>sp|P31539|HS104_YEAST Heat shock protein 104 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP104 PE=1 SV=2,73,75,101,101,249,73,0
556,>sp|P31688|TPS2_YEAST Trehalose-phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPS2 PE=1 SV=3,24,22,40,40,86,24,0
557,>sp|P31755|OCH1_YEAST Initiation-specific alpha-1-6-mannosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OCH1 PE=1 SV=1,1,1,-Inf,1,2,1,0
558,>sp|P31787|ACBP_YEAST Acyl-CoA-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACB1 PE=1 SV=3,11,8,16,16,35,11,0
559,>sp|P32074|COPG_YEAST Coatomer subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC21 PE=1 SV=2,20,16,29,29,65,20,0
560,>sp|P32178|CHMU_YEAST Chorismate mutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO7 PE=1 SV=1,1,3,4,4,8,1,0
561,>sp|P32179|MET22_YEAST 3'(2')-5'-bisphosphate nucleotidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET22 PE=1 SV=1,-Inf,2,5,5,7,-Inf,0
562,>sp|P32191|GPDM_YEAST Glycerol-3-phosphate dehydrogenase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUT2 PE=1 SV=2,1,-Inf,5,5,6,1,0
563,>sp|P32263|P5CR_YEAST Pyrroline-5-carboxylate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRO3 PE=1 SV=1,8,10,14,14,32,8,0
564,>sp|P32264|PROB_YEAST Glutamate 5-kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRO1 PE=1 SV=2,3,4,8,8,15,3,0
565,>sp|P32288|GLNA_YEAST Glutamine synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLN1 PE=1 SV=4,19,9,19,19,47,19,0
566,>sp|P32316|ACH1_YEAST Acetyl-CoA hydrolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACH1 PE=1 SV=2,1,3,5,5,9,1,0
567,>sp|P32319|VPS10_YEAST Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEP1 PE=1 SV=1,5,8,11,11,24,5,0
568,>sp|P32324|EF2_YEAST Elongation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFT1 PE=1 SV=1,155,146,195,195,496,155,0
569,>sp|P32327|PYC2_YEAST Pyruvate carboxylase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PYC2 PE=1 SV=2,30,25,40,40,95,30,0
570,>sp|P32328|DBF20_YEAST Serine/threonine-protein kinase DBF20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBF20 PE=1 SV=2,-Inf,-Inf,3,3,3,-Inf,0
571,>sp|P32329|YPS1_YEAST Aspartic proteinase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPS1 PE=1 SV=2,-Inf,1,1,1,2,-Inf,0
572,>sp|P32337|IMB3_YEAST Importin subunit beta-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSE1 PE=1 SV=2,4,3,6,6,13,4,0
573,>sp|P32340|NDI1_YEAST Rotenone-insensitive NADH-ubiquinone oxidoreductase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NDI1 PE=1 SV=1,4,3,3,4,10,4,0
574,>sp|P32342|SRP21_YEAST Signal recognition particle subunit SRP21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP21 PE=1 SV=3,1,1,2,2,4,1,0
575,>sp|P32347|DCUP_YEAST Uroporphyrinogen decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEM12 PE=1 SV=1,-Inf,-Inf,3,3,3,-Inf,0
576,>sp|P32352|ERG2_YEAST C-8 sterol isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG2 PE=1 SV=1,5,6,4,6,15,5,0
577,>sp|P32353|ERG3_YEAST Delta(7)-sterol 5(6)-desaturase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG3 PE=1 SV=1,4,2,3,4,9,4,0
578,>sp|P32356|TREA_YEAST Neutral trehalase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NTH1 PE=1 SV=3,12,9,16,16,37,12,0
579,>sp|P32364|SMY1_YEAST Kinesin-related protein SMY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMY1 PE=1 SV=1,-Inf,1,2,2,3,-Inf,0
580,>sp|P32366|VA0D_YEAST V-type proton ATPase subunit d OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA6 PE=1 SV=2,4,4,13,13,21,4,0
581,>sp|P32368|SAC1_YEAST Phosphoinositide phosphatase SAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAC1 PE=1 SV=1,6,6,17,17,29,6,0
582,>sp|P32377|MVD1_YEAST Diphosphomevalonate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MVD1 PE=1 SV=2,5,5,8,8,18,5,0
583,>sp|P32379|PSA5_YEAST Proteasome subunit alpha type-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUP2 PE=1 SV=2,9,7,13,13,29,9,0
584,>sp|P32381|ARP2_YEAST Actin-related protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARP2 PE=1 SV=1,11,9,12,12,32,11,0
585,>sp|P32386|YBT1_YEAST ATP-dependent bile acid permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBT1 PE=1 SV=2,2,6,12,12,20,2,0
586,>sp|P32419|MDHP_YEAST Malate dehydrogenase- peroxisomal OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDH3 PE=1 SV=3,5,9,12,12,26,5,0
587,>sp|P32445|RIM1_YEAST Single-stranded DNA-binding protein RIM1- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIM1 PE=1 SV=1,6,9,6,9,21,6,0
588,>sp|P32447|ASF1_YEAST Histone chaperone ASF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASF1 PE=1 SV=1,2,1,4,4,7,2,0
589,>sp|P32449|AROG_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase- tyrosine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO4 PE=1 SV=2,12,9,16,16,37,12,0
590,>sp|P32453|ATP11_YEAST Protein ATP11- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP11 PE=1 SV=1,1,2,2,2,5,1,0
591,>sp|P32454|APE2_YEAST Aminopeptidase 2- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE2 PE=1 SV=4,33,27,36,36,96,33,0
592,>sp|P32457|CDC3_YEAST Cell division control protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC3 PE=1 SV=3,10,14,13,14,37,10,0
593,>sp|P32458|CDC11_YEAST Cell division control protein 11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC11 PE=1 SV=1,3,4,4,4,11,3,0
594,>sp|P32463|ACPM_YEAST Acyl carrier protein- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACP1 PE=1 SV=1,8,5,5,8,18,8,0
595,>sp|P32466|HXT3_YEAST Low-affinity glucose transporter HXT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXT3 PE=1 SV=1,-Inf,2,5,5,7,-Inf,0
596,>sp|P32468|CDC12_YEAST Cell division control protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC12 PE=1 SV=1,8,7,11,11,26,8,0
597,>sp|P32469|DPH5_YEAST Diphthine methyl ester synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DPH5 PE=1 SV=1,2,-Inf,4,4,6,2,0
